id,Arabian Clothing,Belt,Body,Care Instructions,Chest Pad,Color,Composition,Details,Fabric,Fit Type,Hem Shaped,Length,Lining,Material,Neckline,Pattern Type,Pockets,Season,Sheer,Size Fit,Sleeve Length,Sleeve Type,Style,Type,Waist Line,img,price
457152,None,None,Lined,Machine wash or professional dry clean,None,White,"70% Cotton, 30% Nylon","Sheer, Contrast Lace, Zipper",Non-Stretch,Regular Fit,Pleated,Maxi,None,None,Stand Collar,Plain,None,Spring,None,None,Long Sleeve,None,Romantic,A Line,High Waist,http://img.ltwebstatic.com/images2_pi/2018/04/27/1524823215919116230_thumbnail_405x552.jpg,US$35.60
679330,None,None,None,Machine wash or professional dry clean,None,Red,"95% Polyester, 5% Spandex","Ruffle, Backless",Slight Stretch,Slim Fit,None,Short,None,None,Round Neck,Plain,None,Spring/Summer,None,None,None,Cloak Sleeve,"Glamorous, Sexy",None,Natural,http://img.ltwebstatic.com/images2_pi/2019/02/14/15501352541602718299_thumbnail_405x552.jpg,US$13.91
782641,Yes,None,None,Machine wash or professional dry clean,None,Coral Pink,"95% Polyester, 5% Elastane","Split, Zipper",Slight Stretch,Slim Fit,Pencil,Long,None,Polyester,Stand Collar,Plain,None,Spring/Summer,None,None,Long Sleeve,Cloak Sleeve,Glamorous,Bodycon,High Waist,http://img.ltwebstatic.com/images2_pi/2019/07/18/15634386893895699509_thumbnail_405x552.jpg,US$21.56
824683,Yes,None,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Elastane","Ruffle, Wrap, Ruffle Hem, Asymmetrical, Split, Zipper",Slight Stretch,Slim Fit,Wrap,Long,None,Polyester,V neck,Plain,None,Spring/Fall,None,None,Half Sleeve,Cloak Sleeve,Glamorous,Fitted,High Waist,http://img.ltwebstatic.com/images2_pi/2019/08/20/15662947833359715472_thumbnail_405x552.jpg,US$20.29
923755,None,None,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Elastane",Wrap,High Stretch,Regular Fit,Wrap,Midi,None,Velvet,Spaghetti Strap,Plain,None,Fall/Winter,No,None,Sleeveless,None,"Glamorous, Sexy",Cami,High Waist,http://img.ltwebstatic.com/images3_pi/2019/11/15/1573819832f32f9fabe922c5aca8fd1d0caca9dffa_thumbnail_405x552.jpg,US$26.67
978593,None,Yes,None,Machine wash or professional dry clean,None,Red,100% Polyester,"Contrast Collar, Belted, Button Front",Non-Stretch,Regular Fit,Straight,Long,None,Polyester,Peter Pan Collar,"Heart, All Over Print",None,Summer,No,None,Short Sleeve,Regular Sleeve,Vintage,Shirt,High Waist,http://img.ltwebstatic.com/images3_pi/2019/12/20/1576819318466093ade39a7f1a77e27deabc7e7c65_thumbnail_405x552.jpg,US$19.01
1064593,None,None,Lined,Machine wash or professional dry clean,None,White,100% Cotton,"Cut Out, Ruffle Hem, Tie Back, Eyelet Embroidery",Non-Stretch,Regular Fit,Flounce,Maxi,None,Schiffy,Halter,Plain,None,Summer,No,None,Sleeveless,None,Boho,Cami,Natural,http://img.ltwebstatic.com/images3_pi/2020/03/31/1585651015c595a474ae683695727256bc0635cfd6_thumbnail_405x552.jpg,US$31.77
1117679,None,None,None,Machine wash or professional dry clean,None,Pink,100% Polyester,"Pleated, Zipper",Slight Stretch,Regular Fit,Pleated,Long,None,Polyester,Spaghetti Strap,Plain,None,Summer,No,None,Sleeveless,None,Elegant,Cami,High Waist,http://img.ltwebstatic.com/images3_pi/2020/04/29/1588164204e3df03d6a1947c579356c3b9dd23bacb_thumbnail_405x552.jpg,US$26.67
1137249,None,None,None,Machine wash or professional dry clean,None,Green,100% Polyester,"Ruched, Frill, Ruffle Hem, Knot, Zipper",Non-Stretch,Regular Fit,Flounce,Midi,None,Polyester,Sweetheart,Ditsy Floral,None,Summer,No,None,Short Sleeve,Puff Sleeve,Boho,A Line,Natural,http://img.ltwebstatic.com/images3_pi/2020/05/28/1590630320a0fb084b84406a3b72d81ba88c778ec8_thumbnail_405x552.jpg,US$17.74
1142498,None,None,None,Machine wash or professional dry clean,None,Red,"60% Polyester, 35% Cotton, 5% Spandex","Drawstring, Pocket, Button Front",Slight Stretch,Regular Fit,Straight,Short,None,Polyester,V neck,Plain,None,Summer,No,None,Short Sleeve,Regular Sleeve,Casual,Tee,High Waist,http://img.ltwebstatic.com/images3_pi/2020/04/25/1587791853ac8de01d84dd3e21e758a533b6a96e5e_thumbnail_405x552.jpg,US$15.18
1227580,None,None,None,Machine wash or professional dry clean,None,Apricot,"95% Polyester, 5% Spandex",Split Thigh,Slight Stretch,Slim Fit,Slit,Knee Length,None,Polyester,Straps,Plain,None,Summer,No,None,Sleeveless,None,Elegant,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/06/29/15933937640a017b3d462dfbb954fa6d40b84c5653_thumbnail_405x552.jpg,US$7.53
1282675,None,Yes,None,Machine wash or professional dry clean,None,Navy Blue,100% Polyester,Belted,Non-Stretch,Regular Fit,Straight,Short,None,Polyester,Notched,Floral,None,Summer,No,None,Cap Sleeve,Batwing Sleeve,Casual,Tunic,High Waist,http://img.ltwebstatic.com/images3_pi/2020/07/13/1594617039e522f4dcaacf3a1734e6af5043c89c75_thumbnail_405x552.jpg,US$15.18
1299614,None,None,None,Machine wash or professional dry clean,None,Mocha Brown,"95% Polyester, 5% Spandex","Ruched, Zipper",Slight Stretch,Slim Fit,Pencil,Mini,None,Mesh,Off the Shoulder,Plain,None,Summer,No,None,Sleeveless,None,Sexy,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/06/10/15917808963a0ddbe2d0f982ad4baf8643d600c770_thumbnail_405x552.jpg,US$24.12
1312178,None,None,None,Machine wash or professional dry clean,None,Mint Green,100% Polyester,"Ruffle, Ruched, Drawstring, Knot, Zipper",Non-Stretch,Regular Fit,Flared,Short,None,Polyester,Sweetheart,Ditsy Floral,None,Summer,No,None,Short Sleeve,"Flounce Sleeve, Puff Sleeve",Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/06/24/15929752207d700f2ae23d38b05fa94331a83cc202_thumbnail_405x552.jpg,US$13.91
1358513,None,None,None,Machine wash or professional dry clean,None,Dark Grey,"50% Polyester, 45% Metallized Fibres, 5% Elastane",Ruched,Slight Stretch,Slim Fit,Pencil,Short,None,Glitter,Spaghetti Strap,Plain,None,All,No,None,Sleeveless,None,Glamorous,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/08/10/15970223611a63bb24ff264462e50df69356d64194_thumbnail_405x552.jpg,US$6.25
1389209,None,None,None,Machine wash or professional dry clean,None,Blue,"50% Nylon, 50% Polyester",Ruched,High Stretch,Slim Fit,Pencil,Short,None,Glitter,Off the Shoulder,Plain,None,All,No,None,Long Sleeve,Leg-of-mutton Sleeve,Glamorous,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/07/30/15960737624453e260617158c49704e49974b730f9_thumbnail_405x552.jpg,US$15.18
1414826,None,None,None,Machine wash or professional dry clean,None,Red,100% Polyester,"Frill, Shirred, Tie Front, Ruched Bust",Non-Stretch,Slim Fit,Pencil,Short,None,Polyester,Off the Shoulder,Ditsy Floral,None,Summer,No,None,Short Sleeve,Puff Sleeve,Boho,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/07/27/15958508450fe5403e4b1e79e4fcfc695e58833fac_thumbnail_405x552.jpg,US$19.01
1415155,None,None,None,Machine wash or professional dry clean,None,Multicolor,"95% Polyester, 5% Spandex","Ruffle, Zipper, Split Thigh, Tie Front",Non-Stretch,Regular Fit,Slit,Maxi,None,Polyester,Strapless,Tropical,None,Summer,No,None,Sleeveless,None,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/07/15/1594796353f927a9bae0c5d017c2ed2bdf2ab77ac0_thumbnail_405x552.jpg,US$31.77
1421887,None,None,None,Machine wash or professional dry clean,None,Multicolor,"95% Polyester, 5% Spandex","Ruched, Cut Out, Criss Cross, Drawstring, Tie Back",High Stretch,Slim Fit,Pencil,Mini,None,Polyester,Straps,Snakeskin Print,None,Summer,No,None,Sleeveless,None,Sexy,Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2020/08/25/15983213797ee5de3e4b1db56491331858e8a3feaf_thumbnail_405x552.jpg,US$13.91
1423531,None,None,None,Machine wash or professional dry clean,None,Red,"95% Cotton, 5% Polyester","Frill, Cut Out, Tie Front",Non-Stretch,Regular Fit,Straight,Short,None,Cotton,Sweetheart,Plain,None,Summer,No,None,Short Sleeve,Puff Sleeve,Elegant,Fitted,Natural,http://img.ltwebstatic.com/images3_pi/2021/09/23/1632396680e2b3763c644bf9b9e5c0b91bab98bdc2_thumbnail_405x552.jpg,US$15.18
1438953,None,None,None,Machine wash or professional dry clean,None,Multicolor,100% Polyester,"Ruffle Hem, Button Front",Slight Stretch,Regular Fit,Flounce,Short,None,Suede,Tie Neck,Plaid,None,Spring/Summer,No,None,Long Sleeve,Bishop Sleeve,Elegant,Shirt,Drop Waist,http://img.ltwebstatic.com/images3_pi/2020/08/13/15972939514efbb412e7d0c4fd4960f60a84b67b9b_thumbnail_405x552.jpg,US$27.94
1481546,None,None,None,Machine wash or professional dry clean,None,Multicolor,"93% Polyester, 7% Spandex","Lettuce Trim, Button Front",Slight Stretch,Slim Fit,Pencil,Short,None,Polyester,Off the Shoulder,Leopard,None,Summer,No,None,Short Sleeve,Regular Sleeve,Casual,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/08/27/15985052059a626d7c7787df571ddc2f418e15dea7_thumbnail_405x552.jpg,US$7.53
1511067,None,Yes,None,Machine wash or professional dry clean,None,Khaki,"97% Polyester, 3% Spandex","Wrap, Belted, Double Button, Pleated",Non-Stretch,Regular Fit,Pleated,Midi,None,Polyester,Lapel,Plain,None,Spring/Fall,No,None,Long Sleeve,Regular Sleeve,Elegant,Shirt,High Waist,http://img.ltwebstatic.com/images3_pi/2020/08/14/1597387139b0a92fa66aa0c70093245e43a0a18c47_thumbnail_405x552.jpg,US$34.32
1517387,None,None,Lined,Machine wash or professional dry clean,None,Red,100% Polyester,"Frill, Shirred",Non-Stretch,Regular Fit,Flared,Long,None,Polyester,Off the Shoulder,Plain,None,Spring,No,None,Long Sleeve,Flounce Sleeve,Elegant,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/08/17/1597645571ce066891d1ea6a968590586dfe45eee9_thumbnail_405x552.jpg,US$25.39
1519276,None,None,None,Machine wash or professional dry clean,None,Rust Brown,"65% Polyester, 35% Cotton","Ring, Zipper",Non-Stretch,Regular Fit,Straight,Short,None,Corduroy,Straps,Plain,None,Spring/Fall,No,None,Sleeveless,None,Preppy,Pinafore,High Waist,http://img.ltwebstatic.com/images3_pi/2020/08/23/1598189935ea8271e14870712696c79e10f0e6397b_thumbnail_405x552.jpg,US$13.91
1573809,None,None,None,Machine wash or professional dry clean,None,Dusty Pink,"96% Polyester, 4% Spandex",Ruffle Hem,Slight Stretch,Regular Fit,Flounce,Short,None,Polyester,Round Neck,Plain,None,Spring/Fall,No,None,Long Sleeve,Bishop Sleeve,Casual,Fit and Flare,High Waist,http://img.ltwebstatic.com/images3_pi/2020/09/28/1601254527c60c28d522e95e84243daa85409493b5_thumbnail_405x552.jpg,US$16.46
1664438,None,None,Lined,Machine wash or professional dry clean,None,Multicolor,"65% Polyester, 35% Cotton","Asymmetrical, Split",Slight Stretch,Regular Fit,Mermaid,Maxi,None,Sequins,Asymmetrical Neck,None,None,All,No,None,Long Sleeve,Split Sleeve,Glamorous,Fitted,High Waist,http://img.ltwebstatic.com/images3_pi/2020/09/25/160101506664b35a5a269a7c54d3632ec148b05bde_thumbnail_405x552.jpg,US$58.57
1671093,None,None,None,Machine wash or professional dry clean,None,Army Green,"65% Polyester, 35% Cotton","Ruched, Drawstring, Rib-Knit",Slight Stretch,Slim Fit,Pencil,Mini,None,Polyester,Round Neck,Plain,None,Summer,No,None,Sleeveless,None,Sexy,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/09/30/16014332094b89a622e258a095a0281fe3fc8fd3dd_thumbnail_405x552.jpg,US$15.18
1680805,None,Yes,None,Machine wash or professional dry clean,None,Maroon,100% Polyester,"Belted, Button Front",Slight Stretch,Regular Fit,Flared,Short,None,Polyester,Collar,Polka Dot,None,Spring/Summer,No,None,Long Sleeve,Regular Sleeve,Casual,Shirt,High Waist,http://img.ltwebstatic.com/images3_pi/2020/09/30/1601453487e4a5519f0f1c69299a82bd5bc2b531fe_thumbnail_405x552.jpg,US$15.18
1693913,None,None,None,Machine wash or professional dry clean,None,Multicolor,100% Polyester,Ruched,Non-Stretch,Regular Fit,Flared,Short,None,Polyester,Deep V Neck,Ditsy Floral,None,Spring/Summer,No,None,Long Sleeve,Puff Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/10/14/1602670890da45498e35831d2051f647080c5dfe48_thumbnail_405x552.jpg,US$19.01
1705905,None,None,Lined,Machine wash or professional dry clean,None,Gold,100% Polyester,"Twist, Zipper",Non-Stretch,Slim Fit,Pencil,Short,None,Sequins,Round Neck,Plain,None,All,No,None,Long Sleeve,Regular Sleeve,Glamorous,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/10/29/160394536479fb3607165e0f2c17fce29c82780f70_thumbnail_405x552.jpg,US$22.84
1714394,None,None,None,Machine wash or professional dry clean,None,White,"95% Polyester, 5% Spandex","Ruched, Drawstring",Non-Stretch,Slim Fit,Pencil,Short,None,Polyester,Sweetheart,Plain,None,Spring/Fall,No,None,Long Sleeve,Bishop Sleeve,Elegant,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/10/13/1602570547390f231c03c03240e3082d7e035fb269_thumbnail_405x552.jpg,US$24.12
1742027,None,None,None,Machine wash or professional dry clean,None,Brown,100% Polyester,Button Front,Non-Stretch,Regular Fit,Straight,Short,None,Polyester,Deep V Neck,Plain,None,Spring/Fall,No,None,Sleeveless,None,Casual,Pinafore,High Waist,http://img.ltwebstatic.com/images3_pi/2020/11/27/1606457308b1b2a0aaf36e6d3862faa9c5b2e55b7e_thumbnail_405x552.jpg,US$16.46
1754534,None,None,None,Machine wash or professional dry clean,None,Multicolor,"92% Polyester, 8% Spandex","Ruched, Ruffle Hem",Non-Stretch,Slim Fit,Flounce,Short,None,Polyester,V neck,Ditsy Floral,None,Spring/Fall,No,None,Long Sleeve,Leg-of-mutton Sleeve,Boho,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/11/14/1605336325895e2a773061f69dff08efe3b85415a5_thumbnail_405x552.jpg,US$25.39
1817389,None,Yes,None,Machine wash or professional dry clean,None,Redwood,"95% Polyester, 5% Spandex","Ruffle, Belted",Non-Stretch,Regular Fit,Flared,Short,None,Polyester,Off the Shoulder,Ditsy Floral,None,Spring/Summer,No,None,Long Sleeve,Flounce Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/12/03/16069643477cfc0aab3b1a0940558e499bae2c9fd0_thumbnail_405x552.jpg,US$11.36
1827777,None,None,None,Machine wash or professional dry clean,None,Green,100% Polyester,Ruffle Hem,Non-Stretch,Regular Fit,Flounce,Short,None,Polyester,V neck,Ditsy Floral,None,Spring/Summer,No,None,Long Sleeve,Bishop Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/12/06/160721979349921e671f23bb41d13a1e70d4efc110_thumbnail_405x552.jpg,US$15.18
1840140,None,None,None,Machine wash or professional dry clean,None,Light Grey,"95% Polyester, 5% Spandex",Ruffle Hem,Slight Stretch,Regular Fit,Flounce,Short,None,Polyester,V neck,Colorblock,None,Spring/Fall,No,None,Long Sleeve,Regular Sleeve,Casual,Smock,Drop Waist,http://img.ltwebstatic.com/images3_pi/2020/12/01/16067943914b7016e87b1df89e8a791078eb2febc7_thumbnail_405x552.jpg,US$16.46
1842723,None,None,None,Machine wash or professional dry clean,None,Gold,"95% Polyester, 5% Spandex",Bow,Slight Stretch,Slim Fit,Asymmetrical,Midi,None,Metallic,One Shoulder,Plain,None,All,No,None,Sleeveless,None,Glamorous,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/11/16/1605516120b64c31617b1b7d7fcf2671224ff41194_thumbnail_405x552.jpg,US$34.32
1874126,None,None,None,Machine wash or professional dry clean,None,White,"65% Polyester, 30% Cotton, 5% Spandex","Cut Out, Asymmetrical",Slight Stretch,Slim Fit,Asymmetrical,Midi,None,Polyester,Round Neck,Plain,None,Spring/Summer,No,None,Long Sleeve,Regular Sleeve,Sexy,Fitted,High Waist,http://img.ltwebstatic.com/images3_pi/2020/12/21/16085168845e531f6773603b7d123998448a1b9b19_thumbnail_405x552.jpg,US$11.36
1881334,None,None,None,Machine wash or professional dry clean,None,Baby Pink,"93% Polyester, 7% Spandex","Ruched, Draped",High Stretch,Slim Fit,Pencil,Mini,None,Velvet,Deep V Neck,Plain,None,Fall/Winter,No,None,Long Sleeve,Regular Sleeve,Glamorous,Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2020/11/18/16056815290a62e47cad84380e492a27dff1d4b3b0_thumbnail_405x552.jpg,US$17.74
1881712,None,None,None,Machine wash or professional dry clean,None,Black and White,100% Polyester,Ruffle,Non-Stretch,Regular Fit,Flared,Short,None,Polyester,Square Neck,Ditsy Floral,None,Spring/Fall,No,None,Long Sleeve,Flounce Sleeve,Elegant,Fit and Flare,High Waist,http://img.ltwebstatic.com/images3_pi/2020/12/01/1606809327c4fe63a976efe1599967777486ede1dd_thumbnail_405x552.jpg,US$16.46
1883330,None,Yes,None,Machine wash or professional dry clean,None,Silver,100% Polyester,"Wrap, Belted",Non-Stretch,Regular Fit,Wrap,Mini,None,Sequins,Deep V Neck,Plain,None,All,No,None,Long Sleeve,Bishop Sleeve,Glamorous,Fitted,High Waist,http://img.ltwebstatic.com/images3_pi/2020/11/28/16065342056ea67a690963fbad43aa1d706e2580c9_thumbnail_405x552.jpg,US$35.60
1884366,None,None,None,Machine wash or professional dry clean,None,Multicolor,100% Polyester,Bow Front,Non-Stretch,Regular Fit,Flared,Long,None,Polyester,Square Neck,Ditsy Floral,None,Spring/Fall,No,None,Three Quarter Length Sleeve,Flounce Sleeve,Vintage,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/12/25/1608886536d8a6c796116b8afb817b0373d7ea5450_thumbnail_405x552.jpg,US$24.12
1890008,None,None,None,Machine wash or professional dry clean,None,Multicolor,"92% Polyester, 8% Spandex",None,Slight Stretch,Slim Fit,Pencil,Mini,None,Polyester,Square Neck,Plaid,None,Summer,No,None,Sleeveless,None,Casual,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/11/30/16067015684e2a1286871527ddd6741eb2a57c21c8_thumbnail_405x552.jpg,US$4.98
1910942,None,None,None,Machine wash or professional dry clean,None,Dusty Pink,100% Polyester,None,High Stretch,Regular Fit,Pencil,Knee Length,None,Polyester,Round Neck,Plain,None,Summer,No,None,Short Sleeve,Regular Sleeve,Elegant,Fitted,High Waist,http://img.ltwebstatic.com/images3_pi/2021/11/05/16360892847a81350aea8c859108913f4115176229_thumbnail_405x552.jpg,US$11.36
1911552,None,None,None,Machine wash or professional dry clean,None,Mustard Yellow,100% Polyester,"Wrap, Shirred",Non-Stretch,Regular Fit,Flared,Midi,None,Polyester,V neck,"Floral, All Over Print",None,Summer,No,None,Short Sleeve,Regular Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/11/26/160637178866facaa5ea96d0fada3ca86542d81ed4_thumbnail_405x552.jpg,US$15.18
1914242,None,None,None,Machine wash or professional dry clean,None,Dark Green,"95% Polyester, 5% Spandex","Wrap, Ruched",Slight Stretch,Slim Fit,Wrap,Short,None,Velvet,Spaghetti Strap,Plain,None,Fall/Winter,No,None,Sleeveless,None,Glamorous,Cami,High Waist,http://img.ltwebstatic.com/images3_pi/2020/12/18/1608277391792795baa6be0652cde7a66c46cbafaf_thumbnail_405x552.jpg,US$19.01
1919493,None,None,None,Machine wash or professional dry clean,None,Coffee Brown,"65% Polyester, 30% Cotton, 5% Spandex",Drawstring,Slight Stretch,Slim Fit,Pencil,Mini,None,Cotton Blends,High Neck,Plain,None,Spring/Summer,No,None,Long Sleeve,Layered Sleeve,Casual,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2020/12/02/1606873053c562565c84caf8ecfa193b9f2abcc4aa_thumbnail_405x552.jpg,US$17.74
1930317,None,Yes,None,Machine wash or professional dry clean,None,Multicolor,100% Polyester,"Wrap, Belted, Zipper",Non-Stretch,Regular Fit,Wrap,Short,None,Polyester,V neck,Ditsy Floral,None,Summer,No,None,Cap Sleeve,None,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2021/01/11/1610342059cf3ae1ed6c2378f87b89a97434137e30_thumbnail_405x552.jpg,US$13.91
1940556,None,None,None,Machine wash or professional dry clean,None,Orange,100% Polyester,"Ruched, Drawstring, Knot",Non-Stretch,Regular Fit,Pencil,Mini,None,Satin,One Shoulder,Plain,None,All,No,None,Three Quarter Length Sleeve,Bishop Sleeve,Glamorous,Fitted,Natural,http://img.ltwebstatic.com/images3_pi/2021/01/14/16106044045eb991c1d3393d7bd23159ef0165ad41_thumbnail_405x552.jpg,US$21.56
1998290,None,None,None,Machine wash or professional dry clean,None,Navy Blue,"95% Polyester, 5% Elastane",Wrap,Slight Stretch,Regular Fit,Wrap,Long,None,Polyester,Off the Shoulder,All Over Print,None,Spring/Summer,No,None,Short Sleeve,None,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/12/23/1608687174f62c2cad3cecd1cc4fc5b43013cb13e5_thumbnail_405x552.jpg,US$19.01
2012351,None,None,None,Machine wash or professional dry clean,None,Multicolor,"97% Polyester, 3% Spandex",Shirred,Non-Stretch,Regular Fit,Flared,Midi,None,Polyester,Round Neck,Ditsy Floral,None,Spring/Summer,No,None,Short Sleeve,Butterfly Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2021/01/20/16111335457d0a51cc49e3c6d4ffe31daa6b8d3792_thumbnail_405x552.jpg,US$20.29
2012921,None,None,None,Machine wash or professional dry clean,None,Yellow,100% Polyester,"Contrast Mesh, Zipper",Non-Stretch,Regular Fit,Flared,Long,None,Polyester,Sweetheart,None,None,Spring/Fall,No,None,Long Sleeve,Regular Sleeve,Elegant,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2021/01/15/16106895774e75008900283aba30db96d455c6521f_thumbnail_405x552.jpg,US$21.56
2021297,None,None,None,Machine wash or professional dry clean,Yes,Dusty Pink,100% Polyester,"Contrast Lace, Cut Out, Zipper",Non-Stretch,Regular Fit,Flared,Maxi,None,Chiffon,Cold Shoulder,Plain,None,All,No,None,Short Sleeve,Butterfly Sleeve,Glamorous,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/12/28/16091536335fa937636d47263830a702f005fb50d2_thumbnail_405x552.jpg,US$59.84
2030743,None,None,Lined,Machine wash or professional dry clean,Yes,Red and White,100% Polyester,"Contrast Mesh, Tiered Layer",Non-Stretch,Regular Fit,Layered/Tiered,Maxi,None,Mesh,V neck,Polka Dot,None,All,No,None,Short Sleeve,Butterfly Sleeve,Glamorous,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/12/28/16091538348caef42502f7f1d9bc995db0b4e9f407_thumbnail_405x552.jpg,US$68.78
2032218,Yes,None,None,Machine wash or professional dry clean,None,Yellow,100% Polyester,"Ruched, Zipper, Button Front, Ruched Bust",Non-Stretch,Regular Fit,Flared,Midi,None,Polyester,V neck,Plain,None,Spring,No,None,Long Sleeve,Bishop Sleeve,"Modest, Elegant",A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2021/01/09/1610159178450f570a0f248ee6b4a6352938566fb8_thumbnail_405x552.jpg,US$30.50
2043367,None,None,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Spandex",Cut Out,High Stretch,Regular Fit,Flared,Short,None,Polyester,Spaghetti Strap,Plain,None,Summer,No,None,Sleeveless,None,Elegant,Cami,High Waist,http://img.ltwebstatic.com/images3_pi/2021/05/18/1621317215e87bf5fbf9a84521336fb1a50547ee4d_thumbnail_405x552.jpg,US$15.18
2044247,Yes,None,None,Machine wash or professional dry clean,None,Multicolor,"95% Polyester, 5% Spandex",None,Slight Stretch,Slim Fit,Pencil,Long,None,Polyester,Stand Collar,"Floral, All Over Print",None,Spring/Summer,No,None,Short Sleeve,Regular Sleeve,Elegant,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2021/01/06/16099046784e0ce39fdd5b66e0e23663d5a4691668_thumbnail_405x552.jpg,US$8.80
2048000,None,Yes,None,Machine wash or professional dry clean,None,Mint Green,100% Polyester,"Belted, Button Front",Non-Stretch,Regular Fit,Straight,Knee Length,None,Polyester,Lapel,Plain,None,Spring/Summer,No,None,Three Quarter Length Sleeve,Bishop Sleeve,Elegant,Shirt,High Waist,http://img.ltwebstatic.com/images3_pi/2021/01/25/1611579515b531282a2578452ac539185c96f4a3be_thumbnail_405x552.jpg,US$17.74
2067618,None,None,None,Machine wash or professional dry clean,None,Burgundy,100% Polyester,None,Non-Stretch,Regular Fit,Straight,Short,None,Polyester,Spaghetti Strap,"Heart, All Over Print",None,Summer,No,None,Sleeveless,None,Boho,Cami,Natural,http://img.ltwebstatic.com/images3_pi/2021/01/20/1611109665b059ea079c815e0687437af31cc3118d_thumbnail_405x552.jpg,US$7.53
2068542,None,None,None,Machine wash or professional dry clean,None,Multicolor,100% Polyester,Tie Back,Non-Stretch,Regular Fit,Flared,Mini,None,Polyester,Halter,Floral,None,Summer,No,None,Sleeveless,None,Boho,A Line,Natural,http://img.ltwebstatic.com/images3_pi/2021/01/22/1611286407ad424a1df5c1b4a76fdbee0afd322404_thumbnail_405x552.jpg,US$7.53
2069058,None,None,None,Machine wash or professional dry clean,None,Dark Grey,"95% Polyester, 5% Spandex",Ruffle Hem,Slight Stretch,Regular Fit,Flounce,Short,None,Polyester,"V neck, Round Neck",Colorblock,None,Spring/Fall,No,None,Long Sleeve,Regular Sleeve,Casual,Smock,Natural,http://img.ltwebstatic.com/images3_pi/2021/01/28/161181879059a43dae453bc20a6d86e6932948c3a1_thumbnail_405x552.jpg,US$15.18
2075892,None,None,None,Machine wash or professional dry clean,No Padding,Multicolor,100% Polyester,"Ruffle Hem, Shirred",Non-Stretch,Regular Fit,Flounce,Midi,None,Polyester,Square Neck,Gingham,None,Summer,No,None,Short Sleeve,Puff Sleeve,Casual,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2021/01/29/1611899061ff6b042b3e5a156b159637dc59249319_thumbnail_405x552.jpg,US$27.94
2079743,None,None,Lined,Machine wash or professional dry clean,None,Apricot,"95% Polyester, 5% Spandex","Contrast Mesh, Fringe, Zipper",Slight Stretch,Regular Fit,Straight,Knee Length,None,Sequins,Round Neck,Plain,None,All,No,None,Sleeveless,None,Glamorous,Fitted,High Waist,http://img.ltwebstatic.com/images3_pi/2021/01/26/161159053831d2f5da2f968cce24a2b9f088e9af5a_thumbnail_405x552.jpg,US$40.70
2090924,None,None,Lined,Machine wash or professional dry clean,Yes,Apricot,"95% Nylon, 5% Elastane","Ruched, Zipper",High Stretch,Slim Fit,Pencil,Mini,None,Nylon,Spaghetti Strap,Plain,None,Summer,No,None,Sleeveless,None,Elegant,Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2021/01/05/16098348001b5752ef1d97fb87cda64b32caa94bee_thumbnail_405x552.jpg,US$26.67
