id,Arabian Clothing,Belt,Body,Care Instructions,Chest Pad,Color,Composition,Details,Fabric,Fit Type,Hem Shaped,Length,Lining,Material,Neckline,Pattern Type,Pockets,Season,Sheer,Size Fit,Sleeve Length,Sleeve Type,Style,Type,Waist Line,img,price
457152,None,None,Lined,Machine wash or professional dry clean,None,White,"70% Cotton, 30% Nylon","Sheer, Contrast Lace, Zipper",Non-Stretch,Regular Fit,Pleated,Maxi,None,None,Stand Collar,Plain,None,Spring,None,None,Long Sleeve,None,Romantic,A Line,High Waist,http://img.ltwebstatic.com/images2_pi/2018/04/27/1524823215919116230_thumbnail_405x552.jpg,US$35.60
535795,None,None,None,Machine wash or professional dry clean,None,Multicolor,100% Polyester,None,Non-Stretch,Loose,Flared,Long,None,None,Spaghetti Strap,Floral,None,Summer,None,None,Sleeveless,None,Boho,Cami,High Waist,http://img.ltwebstatic.com/images2_pi/2018/07/12/15313771492338653523_thumbnail_405x552.jpg,US$12.63
607643,None,None,None,Machine wash or professional dry clean,None,Multicolor,100% Polyester,Zipper,Non-Stretch,Regular Fit,None,Short,None,None,Deep V Neck,Plaid,None,Spring/Fall,None,None,Sleeveless,None,Preppy,None,Natural,http://img.ltwebstatic.com/images2_pi/2018/12/05/15439742243354142926_thumbnail_405x552.jpg,US$17.74
615884,None,None,None,Machine wash or professional dry clean,None,White,"95% Cotton, 5% Spandex",Rib-Knit,Slight Stretch,Slim Fit,None,Knee Length,None,None,Stand Collar,Plain,None,Summer,None,None,Sleeveless,None,Elegant,Bodycon,Natural,http://img.ltwebstatic.com/images2_pi/2018/11/02/1541143019657917703_thumbnail_405x552.jpg,US$11.36
621686,Yes,Yes,None,Machine wash or professional dry clean,None,White,"95% Polyester, 5% Spandex","Belted, Knot, Split, Zipper",Slight Stretch,Slim Fit,Pencil,Long,None,None,V neck,Plain,None,Spring/Fall,None,None,Long Sleeve,Bishop Sleeve,"Elegant, Glamorous",Fitted,Natural,http://img.ltwebstatic.com/images2_pi/2018/10/22/1540200053103252081_thumbnail_405x552.jpg,US$24.12
639066,None,None,Lined,Machine wash or professional dry clean,None,White,"95% Polyester, 5% Spandex","Sheer, Cut Out, Button, Split",Slight Stretch,Slim Fit,Pencil,Knee Length,None,Lace,Halter,Plain,None,Summer,No,None,Sleeveless,None,Romantic,Fitted,Natural,http://img.ltwebstatic.com/images2_pi/2018/11/14/15421876363555581683_thumbnail_405x552.jpg,US$35.60
645718,None,None,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Spandex",Scallop,Slight Stretch,Loose,Straight,Short,None,None,Round Neck,Plain,None,Spring/Fall,None,None,Three Quarter Length Sleeve,None,Casual,Tunic,Natural,http://img.ltwebstatic.com/images2_pi/2018/12/12/1544599190566333929_thumbnail_405x552.jpg,US$10.08
659091,None,None,None,Machine wash or professional dry clean,None,Red,"95% Polyester, 5% Spandex","Split, Zipper",High Stretch,Loose,Slit,Maxi,None,Polyester,Off the Shoulder,Plain,None,Summer,No,None,Long Sleeve,None,"Glamorous, Sexy",None,Natural,http://img.ltwebstatic.com/images2_pi/2019/01/22/1548143785467369336_thumbnail_405x552.jpg,US$38.15
670818,None,None,None,Machine wash or professional dry clean,None,Yellow,"91% Polyester, 9% Elastane",Split,High Stretch,Slim Fit,None,Midi,None,None,Spaghetti Strap,Plain,None,Summer,None,None,Sleeveless,None,Sexy,Bodycon,Natural,http://img.ltwebstatic.com/images2_pi/2019/04/26/1556244641555133923_thumbnail_405x552.jpg,US$7.53
679330,None,None,None,Machine wash or professional dry clean,None,Red,"95% Polyester, 5% Spandex","Ruffle, Backless",Slight Stretch,Slim Fit,None,Short,None,None,Round Neck,Plain,None,Spring/Summer,None,None,None,Cloak Sleeve,"Glamorous, Sexy",None,Natural,http://img.ltwebstatic.com/images2_pi/2019/02/14/15501352541602718299_thumbnail_405x552.jpg,US$13.91
688701,None,None,None,Machine wash or professional dry clean,None,Dusty Pink,100% Polyester,"Ruffle, Knot, Zipper",Non-Stretch,Regular Fit,None,Short,None,None,Sweetheart,Ditsy Floral,None,Summer,None,None,Sleeveless,None,Boho,A Line,High Waist,http://img.ltwebstatic.com/images2_pi/2019/03/27/15536777203523725353_thumbnail_405x552.jpg,US$15.18
762625,None,None,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Spandex",Zipper,High Stretch,Slim Fit,None,Knee Length,None,Polyester,Deep V Neck,Plain,None,Summer,No,None,Sleeveless,None,Elegant,Bodycon,Natural,http://img.ltwebstatic.com/images2_pi/2019/06/06/15598107413994764938_thumbnail_405x552.jpg,US$52.19
769367,None,None,Lined,Machine wash or professional dry clean,Yes,Champagne,100% Polyester,"Backless, Zipper",Slight Stretch,Slim Fit,Mermaid,Maxi,None,Sequins,Halter,Plain,None,All,No,None,Sleeveless,None,Glamorous,None,High Waist,http://img.ltwebstatic.com/images2_pi/2019/06/17/15607582321074115885_thumbnail_405x552.jpg,US$64.95
776280,None,Yes,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Elastane","Scallop, Belted, Zipper",Slight Stretch,Regular Fit,Flared,Midi,None,Polyester,Round Neck,Plain,None,Spring/Fall,None,None,Three Quarter Length Sleeve,Regular Sleeve,Elegant,A Line,Natural,http://img.ltwebstatic.com/images2_pi/2019/07/01/1561968856633649962_thumbnail_405x552.jpg,US$19.01
781169,Yes,None,None,Machine wash or professional dry clean,None,White,100% Polyester,"Sheer, Contrast Lace, Zipper",Non-Stretch,Regular Fit,Flared,Maxi,None,Lace,Round Neck,Plain,None,Spring/Summer,None,None,Three Quarter Length Sleeve,Flounce Sleeve,"Modest, Elegant",A Line,High Waist,http://img.ltwebstatic.com/images2_pi/2019/07/18/15634386853833427614_thumbnail_405x552.jpg,US$29.22
782641,Yes,None,None,Machine wash or professional dry clean,None,Coral Pink,"95% Polyester, 5% Elastane","Split, Zipper",Slight Stretch,Slim Fit,Pencil,Long,None,Polyester,Stand Collar,Plain,None,Spring/Summer,None,None,Long Sleeve,Cloak Sleeve,Glamorous,Bodycon,High Waist,http://img.ltwebstatic.com/images2_pi/2019/07/18/15634386893895699509_thumbnail_405x552.jpg,US$21.56
793399,None,Yes,Unlined,Machine wash or professional dry clean,None,Navy Blue,100% Polyester,"Belted, High Low, Knot, Button Front",Non-Stretch,Regular Fit,Asymmetrical,Short,None,Polyester,Collar,Striped,None,Summer,None,None,Half Sleeve,None,Casual,Shirt,Natural,http://img.ltwebstatic.com/images2_pi/2019/07/15/15631748592596282096_thumbnail_405x552.jpg,US$17.74
794284,None,Yes,None,Machine wash or professional dry clean,None,Burgundy,"88% Polyester, 12% Cotton","Ruffle, Belted, Button Front",Non-Stretch,Regular Fit,None,Midi,None,Polyester,"Cold Shoulder, Straps",Polka Dot,None,Summer,No,None,Short Sleeve,None,Boho,None,Natural,http://img.ltwebstatic.com/images2_pi/2019/07/15/1563176124332476179_thumbnail_405x552.jpg,US$17.74
795034,None,None,None,Machine wash or professional dry clean,None,Multicolor,"95% Polyester, 5% Spandex",None,Slight Stretch,Slim Fit,Pencil,Knee Length,None,Polyester,Strapless,Leopard,None,Summer,None,None,Sleeveless,None,Glamorous,Bodycon,Natural,http://img.ltwebstatic.com/images2_pi/2019/08/19/1566205014101471263_thumbnail_405x552.jpg,US$6.25
800453,None,No,None,Machine wash or professional dry clean,None,Yellow,"95% Polyester, 5% Spandex",Split Thigh,Slight Stretch,Slim Fit,Slit,Knee Length,None,Polyester,Straps,Plain,None,Summer,None,None,Sleeveless,None,Sexy,Bodycon,High Waist,http://img.ltwebstatic.com/images2_pi/2019/08/14/15657608673157750449_thumbnail_405x552.jpg,US$10.08
804592,None,None,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Spandex","Backless, Zipper, Exaggerated Ruffle",Slight Stretch,Slim Fit,Pencil,Short,None,Polyester,Round Neck,Plain,None,Summer,No,None,None,Cloak Sleeve,Sexy,Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2021/09/24/1632476658b7f189b2dc53f63d41aff09ecb20bfd1_thumbnail_405x552.jpg,US$13.91
805787,None,Yes,None,Machine wash or professional dry clean,None,Navy Blue,100% Polyester,"Backless, Belted, Tie Back",Non-Stretch,Regular Fit,Flared,Short,None,Polyester,Stand Collar,Floral,None,Spring/Summer,None,None,Long Sleeve,Flounce Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images2_pi/2019/07/29/1564387613470111522_thumbnail_405x552.jpg,US$17.74
810447,None,Yes,None,Machine wash or professional dry clean,None,Burgundy,100% Polyester,"Belted, Button, Button Front",Slight Stretch,Loose,Straight,Short,None,Polyester,Collar,Plain,None,Spring/Fall,None,None,Long Sleeve,Regular Sleeve,Casual,Shirt,Natural,http://img.ltwebstatic.com/images2_pi/2019/08/08/15652520162738720168_thumbnail_405x552.jpg,US$20.29
813667,Yes,None,None,Machine wash or professional dry clean,None,White,100% Polyester,"Ruffle, Tiered Layer, Zipper",Non-Stretch,Regular Fit,Layered/Tiered,Maxi,None,Lace,Stand Collar,Plain,None,Spring/Fall,None,None,Three Quarter Length Sleeve,Flounce Sleeve,Romantic,A Line,High Waist,http://img.ltwebstatic.com/images2_pi/2019/09/12/15682751822069778170_thumbnail_405x552.jpg,US$27.94
821177,None,None,None,Machine wash or professional dry clean,None,Red,100% Polyester,"Ruffle, Asymmetrical, Criss Cross, Lace Up",Non-Stretch,Regular Fit,Wrap,Maxi,None,Polyester,Halter,Plain,None,Summer,None,None,Sleeveless,None,Sexy,Cami,Natural,http://img.ltwebstatic.com/images2_pi/2019/09/19/15688820772424895086_thumbnail_405x552.jpg,US$25.39
824683,Yes,None,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Elastane","Ruffle, Wrap, Ruffle Hem, Asymmetrical, Split, Zipper",Slight Stretch,Slim Fit,Wrap,Long,None,Polyester,V neck,Plain,None,Spring/Fall,None,None,Half Sleeve,Cloak Sleeve,Glamorous,Fitted,High Waist,http://img.ltwebstatic.com/images2_pi/2019/08/20/15662947833359715472_thumbnail_405x552.jpg,US$20.29
831423,Yes,Yes,Lined,Machine wash or professional dry clean,None,Multicolor,"65% Polyester, 35% Cotton",Belted,Non-Stretch,Regular Fit,Flared,Maxi,None,Polyester,Stand Collar,Floral,None,Spring/Fall,None,None,Long Sleeve,Bishop Sleeve,"Modest, Elegant",A Line,High Waist,http://img.ltwebstatic.com/images2_pi/2019/08/27/15668927132104136156_thumbnail_405x552.jpg,US$24.12
840874,None,None,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Spandex","Backless, Split Thigh",High Stretch,Slim Fit,Slit,Knee Length,None,Polyester,Straps,Plain,None,Summer,None,None,Sleeveless,None,Elegant,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2019/10/09/15706021169002aece329884f2554e97f4155f790e_thumbnail_405x552.jpg,US$8.80
841453,None,None,None,Machine wash or professional dry clean,None,Pink,100% Polyester,Ruffle,Non-Stretch,Regular Fit,Straight,Short,None,Polyester,Round Neck,Plain,None,Summer,None,None,Short Sleeve,None,Casual,Tunic,Natural,http://img.ltwebstatic.com/images2_pi/2019/09/05/15676665273015200795_thumbnail_405x552.jpg,US$13.91
850033,None,None,None,Machine wash or professional dry clean,None,Dark Green,"95% Polyester, 5% Spandex","Wrap, Ruched, Asymmetrical",Slight Stretch,Slim Fit,Asymmetrical,Maxi,None,Polyester,Spaghetti Strap,Plain,None,Summer,No,None,Sleeveless,None,"Glamorous, Sexy",Cami,Natural,http://img.ltwebstatic.com/images3_pi/2019/09/25/1569399618d18f27b9799c03585673bc6a47a705de_thumbnail_405x552.jpg,US$12.63
855845,None,Yes,None,Machine wash or professional dry clean,None,Baby Pink,"97% Polyester, 3% Spandex","Wrap, High Low, Tie Front",Non-Stretch,Regular Fit,Asymmetrical,Maxi,None,Satin,"V neck, Tie Neck",Plain,None,Spring,No,None,Long Sleeve,Regular Sleeve,Glamorous,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2019/11/09/15732910143a2c2c43367619d3e39f5159d0f36917_thumbnail_405x552.jpg,US$25.39
867795,None,None,None,Machine wash or professional dry clean,None,Navy Blue,"65% Polyester, 35% Cotton","Draped, Zipper",Slight Stretch,Slim Fit,Pencil,Knee Length,None,Velvet,Spaghetti Strap,Plain,None,Fall/Winter,No,None,Sleeveless,None,"Glamorous, Sexy",Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2019/09/30/15698393534ff9541fa807759a7da053184c553619_thumbnail_405x552.jpg,US$48.36
869996,None,Yes,None,Machine wash or professional dry clean,None,Multicolor,100% Polyester,"Belted, Button Front",Slight Stretch,Regular Fit,None,Midi,None,Polyester,Collar,Chain Print,None,Spring/Fall,No,None,Long Sleeve,Regular Sleeve,Elegant,Shirt,High Waist,http://img.ltwebstatic.com/images3_pi/2019/10/08/15705137490ae3e5560bf2e8de0999b65c0fff3dbb_thumbnail_405x552.jpg,US$21.56
873393,None,None,None,Machine wash or professional dry clean,None,Red,"95% Polyester, 5% Spandex",Wrap,High Stretch,Slim Fit,Asymmetrical,Maxi,None,Polyester,Halter,Plain,None,Summer,No,None,Sleeveless,None,Glamorous,Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2019/11/25/15746567425c94e77185e14df146a415b25da5d9a4_thumbnail_405x552.jpg,US$19.01
884809,None,None,None,Machine wash or professional dry clean,None,Dark Green,100% Polyester,"Wrap, Backless, Ruffle Hem, Criss Cross, Knot, Lace Up",Non-Stretch,Regular Fit,Wrap,Maxi,None,Polyester,Spaghetti Strap,Plain,None,Summer,No,None,Sleeveless,None,"Glamorous, Sexy",Cami,High Waist,http://img.ltwebstatic.com/images3_pi/2019/10/23/1571818689cfb1c39014f39666cf530d93291bcb0c_thumbnail_405x552.jpg,US$25.39
895027,None,Yes,None,Machine wash or professional dry clean,None,Red,"65% Cotton, 35% Polyester",None,Slight Stretch,Regular Fit,None,Short,None,Cotton Blends,Collar,Gingham,None,Spring/Summer,No,None,Long Sleeve,Regular Sleeve,Casual,Shirt,None,http://img.ltwebstatic.com/images3_pi/2019/10/24/157190304210856ae36ba44ba764c9bcb6d683ef3f_thumbnail_405x552.jpg,US$21.56
899561,None,No,None,Machine wash or professional dry clean,None,Dark Green,"95% Polyester, 5% Spandex",Split Thigh,Slight Stretch,Slim Fit,Slit,Knee Length,None,Polyester,Straps,Plain,None,Summer,No,None,Sleeveless,None,Sexy,Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2019/11/14/15737176907630ffa11e46c2b6103972a61adb3b25_thumbnail_405x552.jpg,US$10.08
902030,None,None,None,Machine wash or professional dry clean,None,Dark Green,100% Polyester,None,Non-Stretch,Regular Fit,None,Short,None,Polyester,Notched,Polka Dot,None,Spring/Summer,No,None,Long Sleeve,Bishop Sleeve,Casual,A Line,None,http://img.ltwebstatic.com/images3_pi/2019/10/30/1572421346e461ebedfc09d1cf96194c04af15aff6_thumbnail_405x552.jpg,US$15.18
912995,None,None,Lined,Machine wash or professional dry clean,None,Apricot,100% Polyester,"Ruched, Zipper",High Stretch,Slim Fit,Pencil,Midi,None,Mesh,Sweetheart,Plain,None,Spring,No,None,Long Sleeve,Regular Sleeve,Glamorous,Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2019/11/07/15731175618a3aa705bb21d3bfd27e13939851f043_thumbnail_405x552.jpg,US$66.22
914325,None,None,Lined,Machine wash or professional dry clean,None,Dusty Pink,100% Polyester,"Contrast Lace, Ruffle Hem, Zipper, Shirred",Slight Stretch,Regular Fit,Flounce,Short,None,Chiffon,Round Neck,Plain,None,Spring,No,None,Long Sleeve,Bishop Sleeve,Romantic,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2021/11/11/163661281343f9c6d93f8fa5fdd3e3df2b2dd3dd45_thumbnail_405x552.jpg,US$38.15
918060,None,None,None,Machine wash or professional dry clean,None,Blue and White,100% Polyester,None,Non-Stretch,Regular Fit,Straight,Short,None,Polyester,Notched,Striped,None,Spring/Summer,No,None,Long Sleeve,Regular Sleeve,Casual,Tunic,Natural,http://img.ltwebstatic.com/images3_pi/2019/11/12/15735235102f7f59c7aec267e60c763d42eb4940f7_thumbnail_405x552.jpg,US$15.18
919811,None,None,Lined,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Spandex","Wrap, Sheer, Ruched, Zipper",Slight Stretch,Slim Fit,Asymmetrical,Mini,None,Mesh,Deep V Neck,Plain,None,Spring/Summer,No,None,Long Sleeve,Regular Sleeve,"Glamorous, Sexy",Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2019/11/13/15736284582c6cc6cfa77c23500c2f37f807b03430_thumbnail_405x552.jpg,US$17.74
923755,None,None,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Elastane",Wrap,High Stretch,Regular Fit,Wrap,Midi,None,Velvet,Spaghetti Strap,Plain,None,Fall/Winter,No,None,Sleeveless,None,"Glamorous, Sexy",Cami,High Waist,http://img.ltwebstatic.com/images3_pi/2019/11/15/1573819832f32f9fabe922c5aca8fd1d0caca9dffa_thumbnail_405x552.jpg,US$26.67
946660,None,None,None,Machine wash or professional dry clean,None,Red,"95% Polyester, 5% Spandex",Frill,Non-Stretch,Regular Fit,Flared,Knee Length,None,Polyester,Stand Collar,Ditsy Floral,None,Spring/Summer,No,None,Long Sleeve,Bishop Sleeve,Casual,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2019/11/29/15750206160b5d9aab2513782b90657fba37fdc43d_thumbnail_405x552.jpg,US$20.29
948503,None,None,Lined,Machine wash or professional dry clean,None,White,100% Polyester,"Sheer, Contrast Lace, Zipper",Non-Stretch,Regular Fit,Flared,Short,None,Polyester,Stand Collar,Plain,None,Spring/Fall,No,None,Long Sleeve,Bishop Sleeve,Elegant,Fit and Flare,High Waist,http://img.ltwebstatic.com/images3_pi/2019/12/10/1575945668423a648a9e4ccb8ab4453652367ab79b_thumbnail_405x552.jpg,US$22.84
948530,None,None,None,Machine wash or professional dry clean,None,Multicolor,"95% Polyester, 5% Spandex",None,Slight Stretch,Regular Fit,Straight,Short,None,Polyester,Round Neck,"Colorblock, Snakeskin Print",None,Spring/Fall,No,None,Long Sleeve,Drop Shoulder,Casual,Tee,Natural,http://img.ltwebstatic.com/images3_pi/2019/12/02/1575279639cddb7ae184d106108b296bb0a1bcabce_thumbnail_405x552.jpg,US$12.63
950852,None,Yes,None,Machine wash or professional dry clean,None,Multicolor,100% Polyester,Belted,Non-Stretch,Regular Fit,Flared,Short,None,Polyester,V neck,Ditsy Floral,None,Spring/Summer,No,None,Long Sleeve,Regular Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2019/12/03/1575368953e98dc6749a7e839210c13ef2a9138e27_thumbnail_405x552.jpg,US$17.74
952748,None,Yes,None,Machine wash or professional dry clean,None,Red,"65% Cotton, 35% Polyester","Wrap, Ruffle Hem, Belted",Non-Stretch,Regular Fit,Asymmetrical,Short,None,Cotton,V neck,Ditsy Floral,None,Summer,No,None,Cap Sleeve,Butterfly Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2019/12/21/15769255043b7301df68a8920bfd113354c2430b9b_thumbnail_405x552.jpg,US$8.80
952945,None,None,Lined,Machine wash or professional dry clean,None,Baby Pink,"90% Polyester, 10% Spandex",Ruched,Slight Stretch,Slim Fit,Pencil,Mini,None,Mesh,Spaghetti Strap,Plain,None,Summer,No,None,Sleeveless,None,Sexy,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2019/12/30/15776975005ec93611b80cd5258e0da0d717ae3799_thumbnail_405x552.jpg,US$8.80
954337,None,None,None,Machine wash or professional dry clean,None,Burgundy,"50.00% Polyester, 45.00% Metallized Fibres, 5.00% Spandex",None,Slight Stretch,Slim Fit,Pencil,Midi,None,Glitter,Spaghetti Strap,Plain,None,All,No,None,Sleeveless,None,Glamorous,Bodycon,Natural,http://img.ltwebstatic.com/images3_pi/2019/12/23/15770880870c16432cb4b432a3e93470fbb4403a19_thumbnail_405x552.jpg,US$11.36
972128,None,None,Lined,Machine wash or professional dry clean,None,Multicolor,100% Nylon,"Sheer, Zipper",Non-Stretch,Regular Fit,Ball Gown,Short,None,Mesh,Deep V Neck,None,None,Spring/Summer,No,None,Long Sleeve,Bishop Sleeve,"Glamorous, Sexy",Fit and Flare,High Waist,http://img.ltwebstatic.com/images3_pi/2019/12/17/1576581098c521d7773e7329a611dfb0d9b7889c88_thumbnail_405x552.jpg,US$30.50
973397,None,None,None,Machine wash or professional dry clean,None,Rose Red,100% Polyester,"Wrap, Tie Front",Non-Stretch,Regular Fit,Wrap,Short,None,Polyester,Round Neck,Ditsy Floral,None,Spring/Summer,No,None,Long Sleeve,Flounce Sleeve,Casual,Fitted,High Waist,http://img.ltwebstatic.com/images3_pi/2019/12/24/1577170757d7080a7bcd051f1c80b764f25975e1b6_thumbnail_405x552.jpg,US$16.46
974284,None,None,None,Machine wash or professional dry clean,None,White,100% Polyester,"Scallop, Zipper",Non-Stretch,Regular Fit,Straight,Short,None,Polyester,Stand Collar,Plain,None,Spring/Summer,No,None,Sleeveless,None,Romantic,Fitted,High Waist,http://img.ltwebstatic.com/images3_pi/2020/01/09/157855739520b5abc2ed0d00658548ad62ab82bd91_thumbnail_405x552.jpg,US$30.50
976142,None,None,None,Machine wash or professional dry clean,None,Burgundy,"97% Polyester, 3% Spandex",Draped,Non-Stretch,Regular Fit,None,Short,None,Satin,Spaghetti Strap,Plain,None,Summer,No,None,Sleeveless,None,Glamorous,Cami,Natural,http://img.ltwebstatic.com/images3_pi/2020/02/07/15810644506c37e9d3fb8a42a473b8011476926283_thumbnail_405x552.jpg,US$11.36
978593,None,Yes,None,Machine wash or professional dry clean,None,Red,100% Polyester,"Contrast Collar, Belted, Button Front",Non-Stretch,Regular Fit,Straight,Long,None,Polyester,Peter Pan Collar,"Heart, All Over Print",None,Summer,No,None,Short Sleeve,Regular Sleeve,Vintage,Shirt,High Waist,http://img.ltwebstatic.com/images3_pi/2019/12/20/1576819318466093ade39a7f1a77e27deabc7e7c65_thumbnail_405x552.jpg,US$19.01
981139,Yes,Yes,None,Machine wash or professional dry clean,None,Blue,"92% Polyester, 8% Spandex","Belted, Zipper",Non-Stretch,Regular Fit,Flared,Maxi,None,Polyester,Round Neck,"Scarf Print, Baroque",None,Spring/Fall,No,None,Three Quarter Length Sleeve,Regular Sleeve,"Modest, Elegant",A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/01/06/15782978884fbb82551980ed2f0a0e1dcb656aff3d_thumbnail_405x552.jpg,US$26.67
985918,None,Yes,None,Machine wash or professional dry clean,None,Multicolor,100% Polyester,None,Non-Stretch,Regular Fit,Flounce,Short,None,Polyester,Stand Collar,Floral,None,Summer,No,None,Short Sleeve,None,Casual,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/01/02/1577931034f59310ea3b124fff50b36d7e11f4abb1_thumbnail_405x552.jpg,US$19.01
994220,None,None,None,Machine wash or professional dry clean,None,Yellow,"93% Rayon, 7% Spandex",Draped,Slight Stretch,Slim Fit,Asymmetrical,Long,None,Rayon,Spaghetti Strap,Plain,None,Summer,No,None,Sleeveless,None,Glamorous,Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2020/01/10/15786235746aa26c5c63647f4b7537df7099f7de85_thumbnail_405x552.jpg,US$16.46
1007842,None,None,None,Machine wash or professional dry clean,None,White,"97.6% Polyester, 2.4% Spandex",Zipper,Slight Stretch,Slim Fit,Pencil,Mini,None,Lace,Spaghetti Strap,None,None,Summer,No,None,Sleeveless,None,Sexy,Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2020/01/13/157891270944899c604da862bc8f948caba0dd07e8_thumbnail_405x552.jpg,US$52.19
1009725,None,None,Lined,Machine wash or professional dry clean,None,Red,100% Nylon,"Ruffle, Zipper",Non-Stretch,Regular Fit,Flared,Short,None,Mesh,V neck,Plain,None,Summer,No,None,Cap Sleeve,Butterfly Sleeve,Glamorous,Fit and Flare,High Waist,http://img.ltwebstatic.com/images3_pi/2020/02/27/1582792208783566ad2b5d2c46ab3347aa412c603f_thumbnail_405x552.jpg,US$29.22
1012906,None,None,None,Machine wash or professional dry clean,None,Blue,"65% Polyester, 30% Spandex, 5% Cotton","Backless, Tie Back",Non-Stretch,Regular Fit,Flared,Maxi,None,Polyester,V neck,Tribal,None,Spring/Summer,No,None,Short Sleeve,Butterfly Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/02/14/158165222998059550ddf979337c311cac1e7d7744_thumbnail_405x552.jpg,US$29.22
1017837,None,None,None,Machine wash or professional dry clean,None,Pink,"65% Nylon, 30% Metallized Fibres, 5% Elastane","Wrap, Ruched",Slight Stretch,Slim Fit,Pencil,Short,None,Glitter,Spaghetti Strap,Plain,None,All,No,None,Sleeveless,None,Glamorous,Bodycon,High Waist,http://img.ltwebstatic.com/images3_pi/2020/03/31/15856428249b309f8a853be4f0a1b4bbcd82d46327_thumbnail_405x552.jpg,US$17.74
1019076,None,None,None,Machine wash or professional dry clean,None,Yellow,100% Polyester,Knot,Non-Stretch,Regular Fit,Wrap,Short,None,Polyester,Round Neck,Ditsy Floral,None,Spring/Summer,No,None,Long Sleeve,Flounce Sleeve,Casual,Fitted,High Waist,http://img.ltwebstatic.com/images3_pi/2020/03/12/158397568891b2a44d6fcb61e9123835ff42dff43f_thumbnail_405x552.jpg,US$13.91
1029325,None,None,None,Machine wash or professional dry clean,None,Blue,"97% Polyester, 3% Spandex","Tiered Layer, Tie Front",Non-Stretch,Regular Fit,Layered/Tiered,Short,None,Polyester,"V neck, Tie Neck",Polka Dot,None,Summer,No,None,Short Sleeve,Flounce Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/03/16/158434573619864bbf3f629f0328ff1800ad0f9fe1_thumbnail_405x552.jpg,US$20.29
1035633,Yes,Yes,None,Machine wash or professional dry clean,None,Burgundy,"95% Polyester, 5% Elastane","Wrap, Belted",Slight Stretch,Regular Fit,Wrap,Midi,None,Polyester,V neck,Plain,None,Spring/Fall,No,None,Long Sleeve,Regular Sleeve,Elegant,Fitted,High Waist,http://img.ltwebstatic.com/images3_pi/2020/03/09/1583741865d8a62553aeeab8a2ded7925d99568daf_thumbnail_405x552.jpg,US$16.46
1040351,None,None,None,Machine wash or professional dry clean,None,Red,100% Polyester,Button Front,Non-Stretch,Regular Fit,Flared,Short,None,Polyester,V neck,Polka Dot,None,Summer,No,None,Cap Sleeve,Regular Sleeve,Boho,A Line,Natural,http://img.ltwebstatic.com/images3_pi/2020/03/06/15834789566774a586b2c4eff734823f3df5b31300_thumbnail_405x552.jpg,US$12.63
1042197,None,None,None,Machine wash or professional dry clean,None,Green,"97% Polyester, 3% Spandex","Draped, Zipper",Non-Stretch,Regular Fit,Pencil,Short,None,Satin,Cowl Neck,Plain,None,Summer,No,None,Sleeveless,None,Glamorous,Cami,Natural,http://img.ltwebstatic.com/images3_pi/2020/03/30/1585557077b891a6c95c471a1e3a94361c10eb9cf2_thumbnail_405x552.jpg,US$11.36
1048310,None,None,None,Machine wash or professional dry clean,None,Navy Blue,100% Polyester,Wrap,Non-Stretch,Regular Fit,Flared,Short,None,Polyester,V neck,Ditsy Floral,None,Summer,No,None,Short Sleeve,Butterfly Sleeve,Boho,A Line,High Waist,http://img.ltwebstatic.com/images3_pi/2020/03/19/15845825925c55b0a2d5f2612b8624f466bcb256a1_thumbnail_405x552.jpg,US$15.18
